代码,日期,收盘价,rf
708,2010/10/12,14.73,0.000072
708,2010/10/13,14.73,0.000072
708,2010/10/14,14.7,0.000072
708,2010/10/15,15.37,0.000073
708,2010/10/18,16.91,0.000073
708,2010/10/19,16.65,0.000073
708,2010/10/20,16.17,0.000075
708,2010/10/21,16.36,0.000076
708,2010/10/22,15.95,0.000076
708,2010/10/25,16.6,0.000077
708,2010/10/26,16.55,0.000077
708,2010/10/27,16.45,0.000077
708,2010/10/28,16.2,0.000077
708,2010/10/29,16,0.000078
708,2010/11/1,16.53,0.000078
708,2010/11/2,17.31,0.000078
708,2010/11/3,16.82,0.000078
708,2010/11/4,16.9,0.000078
708,2010/11/5,16.77,0.000078
708,2010/11/8,17,0.000078
708,2010/11/9,16.57,0.000078
708,2010/11/10,16.3,0.000078
708,2010/11/11,16.3,0.000079
708,2010/11/12,14.98,0.000079
708,2010/11/15,15.25,0.000079
708,2010/11/16,15,0.000079
708,2010/11/17,14.94,0.000079
708,2010/11/18,15.06,0.000079
708,2010/11/19,15.4,0.000079
708,2010/11/22,15.3,0.00008
708,2010/11/23,14.67,0.000081
708,2010/11/24,15.18,0.000083
708,2010/11/25,15.67,0.000084
708,2010/11/26,15.66,0.000086
708,2010/11/29,15.57,0.000087
708,2010/11/30,15.2,0.000089
708,2010/12/1,15.3,0.00009
708,2010/12/2,15.38,0.000091
708,2010/12/3,15.48,0.000092
708,2010/12/6,15.31,0.000092
708,2010/12/7,15.47,0.000093
708,2010/12/8,15.68,0.000094
708,2010/12/9,16.07,0.000097
708,2010/12/10,16.89,0.0001
708,2010/12/13,17.33,0.0001
708,2010/12/14,17.25,0.000102
708,2010/12/15,17.11,0.000105
708,2010/12/16,17.02,0.000106
708,2010/12/17,17.07,0.000106
708,2010/12/20,16.75,0.000107
708,2010/12/21,17.15,0.000108
708,2010/12/22,16.82,0.000113
708,2010/12/23,16.04,0.000114
708,2010/12/24,15.82,0.000119
708,2010/12/27,15.22,0.000125
708,2010/12/28,14.85,0.000126
708,2010/12/29,15.03,0.000127
708,2010/12/30,15.22,0.000127
708,2010/12/31,15.36,0.000127
708,2011/1/6,15.22,0.000122
708,2011/1/7,15.34,0.000121
708,2011/1/10,15.11,0.000119
708,2011/1/11,14.89,0.000117
708,2011/1/12,15.35,0.000115
708,2011/1/13,15.03,0.000114
708,2011/1/14,14.85,0.000113
708,2011/1/17,14.01,0.000113
708,2011/1/18,14.07,0.000114
708,2011/1/19,14.51,0.000119
708,2011/1/20,14.02,0.000128
708,2011/1/21,14.28,0.000135
708,2011/1/24,14.07,0.000138
708,2011/1/25,14.6,0.000144
708,2011/1/26,15.1,0.000149
708,2011/1/27,15.84,0.000152
708,2011/1/28,15.87,0.000154
708,2011/1/31,16.71,0.000157
708,2011/2/1,16.45,0.000155
708,2011/2/9,15.96,0.000157
708,2011/2/10,16.48,0.000154
708,2011/2/11,17.1,0.000149
708,2011/2/14,17.25,0.000137
708,2011/2/15,16.84,0.000132
708,2011/2/16,17.39,0.000131
708,2011/2/17,17.78,0.000129
708,2011/2/18,17.67,0.000129
708,2011/2/21,18.78,0.000134
708,2011/2/22,18.34,0.000135
708,2011/2/23,17.98,0.000135
708,2011/2/24,18.15,0.000135
708,2011/2/25,17.91,0.000135
708,2011/2/28,18.2,0.000135
708,2011/3/1,18.09,0.000132
708,2011/3/2,18.15,0.000128
708,2011/3/3,17.76,0.000124
708,2011/3/4,18.15,0.000122
708,2011/3/7,18.49,0.000121
708,2011/3/8,18.38,0.000118
708,2011/3/9,18.16,0.000116
708,2011/3/10,18.18,0.000115
708,2011/3/11,17.88,0.000115
708,2011/3/14,17.86,0.000115
708,2011/3/15,17.76,0.000115
708,2011/3/16,18.27,0.000116
708,2011/3/17,17.89,0.000116
708,2011/3/18,17.7,0.000116
708,2011/3/21,17.51,0.000117
708,2011/3/22,17.24,0.000117
708,2011/3/23,17.57,0.000117
708,2011/3/24,17.42,0.000116
708,2011/3/25,17.7,0.000116
708,2011/3/28,18.1,0.000115
708,2011/3/29,17.89,0.000114
708,2011/3/30,17.6,0.000114
708,2011/3/31,17.39,0.000114
708,2011/4/1,17.64,0.000114
708,2011/4/6,18.14,0.000116
708,2011/4/7,18.29,0.000116
708,2011/4/8,18.39,0.000117
708,2011/4/11,18.5,0.000116
708,2011/4/12,18.32,0.000116
708,2011/4/13,,0.000116
708,2011/4/14,18.03,0.000116
708,2011/4/15,17.86,0.000116
708,2011/4/18,17.78,0.000117
708,2011/4/19,17.41,0.000117
708,2011/4/20,17.49,0.000118
708,2011/4/21,17.8,0.000119
708,2011/4/22,17.85,0.00012
708,2011/4/25,17.55,0.000123
708,2011/4/26,17.15,0.000124
708,2011/4/27,16.66,0.000124
708,2011/4/28,16.69,0.000124
708,2011/4/29,17.16,0.000124
708,2011/5/3,17.1,0.000124
708,2011/5/4,16.76,0.000124
708,2011/5/5,16.85,0.000124
708,2011/5/6,16.64,0.000124
708,2011/5/9,16.71,0.000124
708,2011/5/10,16.66,0.000123
708,2011/5/11,16.63,0.000123
708,2011/5/12,16.53,0.000123
708,2011/5/13,16.73,0.000124
708,2011/5/16,16.82,0.000124
708,2011/5/17,16.65,0.000125
708,2011/5/18,16.85,0.000125
708,2011/5/19,,0.000125
708,2011/5/20,16.64,0.000125
708,2011/5/23,16.03,0.000125
708,2011/5/24,16.13,0.000126
708,2011/5/25,15.94,0.000127
708,2011/5/26,15.84,0.000127
708,2011/5/27,15.79,0.000127
708,2011/5/30,15.69,0.000126
708,2011/5/31,16.08,0.000126
708,2011/6/1,16.54,0.000126
708,2011/6/2,15.79,0.000126
708,2011/6/3,15.91,0.000126
708,2011/6/7,15.9,0.000126
708,2011/6/8,15.8,0.000128
708,2011/6/9,15.5,0.00013
708,2011/6/10,15.19,0.000131
708,2011/6/13,15.38,0.000134
708,2011/6/14,15.45,0.000135
708,2011/6/15,15.34,0.000145
708,2011/6/16,14.8,0.000153
708,2011/6/17,14.76,0.000155
708,2011/6/20,14.6,0.000157
708,2011/6/21,14.95,0.00016
708,2011/6/22,15.08,0.000166
708,2011/6/23,15.23,0.000175
708,2011/6/24,15.52,0.000175
708,2011/6/27,15.54,0.000176
708,2011/6/28,15.54,0.000177
708,2011/6/29,15.15,0.000177
708,2011/6/30,15.31,0.000175
708,2011/7/1,15.52,0.000175
708,2011/7/4,16.02,0.000174
708,2011/7/5,16.13,0.000174
708,2011/7/6,15.96,0.000174
708,2011/7/7,15.94,0.000173
708,2011/7/8,16.18,0.000173
708,2011/7/11,16.33,0.000171
708,2011/7/12,15.97,0.00017
708,2011/7/13,16.23,0.000167
708,2011/7/14,16.29,0.000167
708,2011/7/15,16.34,0.000165
708,2011/7/18,16.14,0.000164
708,2011/7/19,15.77,0.000164
708,2011/7/20,15.65,0.000164
708,2011/7/21,15.76,0.000163
708,2011/7/22,15.66,0.000164
708,2011/7/25,14.9,0.000165
708,2011/7/26,14.97,0.000165
708,2011/7/27,15.14,0.000165
708,2011/7/28,15.33,0.000164
708,2011/7/29,15.03,0.000164
708,2011/8/1,15.03,0.000164
708,2011/8/2,14.99,0.000162
708,2011/8/3,15.05,0.000161
708,2011/8/4,15,0.00016
708,2011/8/5,14.82,0.000159
708,2011/8/8,13.91,0.000157
708,2011/8/9,13.6,0.000156
708,2011/8/10,13.77,0.000155
708,2011/8/11,13.77,0.000153
708,2011/8/12,13.84,0.000151
708,2011/8/15,13.97,0.00015
708,2011/8/16,14.1,0.00015
708,2011/8/17,13.9,0.000149
708,2011/8/18,13.58,0.000149
708,2011/8/19,13.41,0.000149
708,2011/8/22,13.35,0.000149
708,2011/8/23,13.74,0.000149
708,2011/8/24,13.65,0.000148
708,2011/8/25,14.13,0.000148
708,2011/8/26,14.04,0.000147
708,2011/8/29,13.75,0.00015
708,2011/8/30,13.53,0.000151
708,2011/8/31,13.56,0.000152
708,2011/9/1,13.59,0.000153
708,2011/9/2,13.39,0.000153
708,2011/9/5,13.06,0.000154
708,2011/9/6,12.93,0.000154
708,2011/9/7,13.38,0.000155
708,2011/9/8,13.44,0.000155
708,2011/9/9,13.57,0.000155
708,2011/9/13,13.45,0.000154
708,2011/9/14,13.98,0.000154
708,2011/9/15,14.15,0.000154
708,2011/9/16,14.03,0.000154
708,2011/9/19,13.61,0.000154
708,2011/9/20,13.51,0.000154
708,2011/9/21,13.82,0.000155
708,2011/9/22,13.21,0.000154
708,2011/9/23,13.05,0.000154
708,2011/9/26,12.8,0.000154
708,2011/9/27,12.86,0.000154
708,2011/9/28,12.74,0.000154
708,2011/9/29,12.68,0.000155
708,2011/9/30,12.65,0.000155
708,2011/10/10,12.42,0.000155
708,2011/10/11,12.28,0.000155
708,2011/10/12,12.6,0.000154
708,2011/10/13,12.78,0.000154
708,2011/10/14,12.58,0.000154
708,2011/10/17,12.58,0.000155
708,2011/10/18,12.05,0.000154
708,2011/10/19,11.8,0.000154
708,2011/10/20,11.26,0.000154
708,2011/10/21,11.27,0.000154
708,2011/10/24,11.49,0.000154
708,2011/10/25,11.73,0.000154
708,2011/10/26,11.73,0.000154
708,2011/10/27,11.85,0.000155
708,2011/10/28,12.14,0.000155
708,2011/10/31,12,0.000156
708,2011/11/1,11.92,0.000158
708,2011/11/2,11.98,0.000156
708,2011/11/3,12.23,0.000156
708,2011/11/4,12.3,0.000156
708,2011/11/7,12.38,0.000157
708,2011/11/8,12.27,0.000156
708,2011/11/9,12.27,0.000156
708,2011/11/10,12.08,0.000156
708,2011/11/11,,0.000155
708,2011/11/14,12.24,0.000155
708,2011/11/15,12.33,0.000155
708,2011/11/16,11.95,0.000155
708,2011/11/17,11.95,0.000155
708,2011/11/18,11.56,0.000155
708,2011/11/21,11.57,0.000155
708,2011/11/22,11.46,0.000155
708,2011/11/23,11.39,0.000155
708,2011/11/24,11.45,0.000155
708,2011/11/25,11.27,0.000155
708,2011/11/28,11.48,0.000155
708,2011/11/29,11.54,0.000155
708,2011/11/30,11.25,0.000155
708,2011/12/1,11.6,0.000154
708,2011/12/2,11.55,0.000152
708,2011/12/5,11.55,0.000152
708,2011/12/6,11.5,0.000151
708,2011/12/7,11.47,0.00015
708,2011/12/8,11.41,0.00015
708,2011/12/9,11.14,0.00015
708,2011/12/12,10.87,0.00015
708,2011/12/13,10.33,0.000149
708,2011/12/14,10.08,0.000149
708,2011/12/15,9.75,0.000149
708,2011/12/16,9.99,0.000149
708,2011/12/19,9.87,0.000149
708,2011/12/20,9.91,0.000149
708,2011/12/21,9.75,0.000149
708,2011/12/22,9.45,0.000149
708,2011/12/23,9.59,0.00015
708,2011/12/26,9.66,0.00015
708,2011/12/27,9.54,0.00015
708,2011/12/28,9.47,0.00015
708,2011/12/29,9.51,0.00015
708,2011/12/30,9.72,0.00015
708,2012/1/4,9.47,0.00015
708,2012/1/5,9.24,0.00015
708,2012/1/6,9.22,0.00015
708,2012/1/9,9.64,0.00015
708,2012/1/10,10.1,0.00015
708,2012/1/11,10.17,0.000149
708,2012/1/12,10.09,0.000149
708,2012/1/13,9.77,0.00015
708,2012/1/16,9.56,0.00015
708,2012/1/17,10.14,0.000151
708,2012/1/18,9.98,0.000153
708,2012/1/19,10.16,0.000152
708,2012/1/20,10.45,0.000151
708,2012/1/30,10.11,0.00015
708,2012/1/31,10,0.00015
708,2012/2/1,9.95,0.00015
708,2012/2/2,10.1,0.000149
708,2012/2/3,10.19,0.000149
708,2012/2/6,10.22,0.000149
708,2012/2/7,10.03,0.000147
708,2012/2/8,10.26,0.000147
708,2012/2/9,10.45,0.000146
708,2012/2/10,10.55,0.000146
708,2012/2/13,10.53,0.000145
708,2012/2/14,10.45,0.000145
708,2012/2/15,10.7,0.000145
708,2012/2/16,10.66,0.000145
708,2012/2/17,10.76,0.000145
708,2012/2/20,10.76,0.000146
708,2012/2/21,10.8,0.000145
708,2012/2/22,10.99,0.000145
708,2012/2/23,11.25,0.000145
708,2012/2/24,11.52,0.000145
708,2012/2/27,11.48,0.000145
708,2012/2/28,11.89,0.000145
708,2012/2/29,11.52,0.000145
708,2012/3/1,11.52,0.000144
708,2012/3/2,11.7,0.000144
708,2012/3/5,11.56,0.000144
708,2012/3/6,11.26,0.000143
708,2012/3/7,11.41,0.000142
708,2012/3/8,11.53,0.000141
708,2012/3/9,11.6,0.00014
708,2012/3/12,11.7,0.000139
708,2012/3/13,12.1,0.000139
708,2012/3/14,11.52,0.000138
708,2012/3/15,11.35,0.000138
708,2012/3/16,11.73,0.000137
708,2012/3/19,11.88,0.000136
708,2012/3/20,11.72,0.000136
708,2012/3/21,11.6,0.000136
708,2012/3/22,11.55,0.000136
708,2012/3/23,11.28,0.000136
708,2012/3/26,11.22,0.000135
708,2012/3/27,11.24,0.000136
708,2012/3/28,10.78,0.000135
708,2012/3/29,10.48,0.000135
708,2012/3/30,10.57,0.000134
708,2012/4/5,10.89,0.000134
708,2012/4/6,10.85,0.000134
708,2012/4/9,10.84,0.000133
708,2012/4/10,10.88,0.000133
708,2012/4/11,10.73,0.000133
708,2012/4/12,11.13,0.000133
708,2012/4/13,11.13,0.000133
708,2012/4/16,11.06,0.000132
708,2012/4/17,11.1,0.000132
708,2012/4/18,11.32,0.000131
708,2012/4/19,11.24,0.000131
708,2012/4/20,11.32,0.000131
708,2012/4/23,11.36,0.00013
708,2012/4/24,10.98,0.00013
708,2012/4/25,,0.000129
708,2012/4/26,10.66,0.000129
708,2012/4/27,10.6,0.000129
708,2012/5/2,10.84,0.000129
708,2012/5/3,10.88,0.000129
708,2012/5/4,10.92,0.000128
708,2012/5/7,10.83,0.000128
708,2012/5/8,10.72,0.000128
708,2012/5/9,10.82,0.000127
708,2012/5/10,10.74,0.000127
708,2012/5/11,10.61,0.000127
708,2012/5/14,10.55,0.000125
708,2012/5/15,10.42,0.000124
708,2012/5/16,10.17,0.000123
708,2012/5/17,10.4,0.000122
708,2012/5/18,10.36,0.000121
708,2012/5/21,10.3,0.000121
708,2012/5/22,10.38,0.00012
708,2012/5/23,10.3,0.000119
708,2012/5/24,10.1,0.000118
708,2012/5/25,10.1,0.000117
708,2012/5/28,10.42,0.000116
708,2012/5/29,10.45,0.000116
708,2012/5/30,10.43,0.000116
708,2012/5/31,10.36,0.000115
708,2012/6/1,10.37,0.000115
708,2012/6/4,10.06,0.000115
708,2012/6/5,10.08,0.000115
708,2012/6/6,9.91,0.000114
708,2012/6/7,10,0.000114
708,2012/6/8,10.1,0.000113
708,2012/6/11,10.14,0.000112
708,2012/6/12,9.96,0.000112
708,2012/6/13,10.12,0.000111
708,2012/6/14,10.12,0.000111
708,2012/6/15,10.11,0.000111
708,2012/6/18,10.25,0.000111
708,2012/6/19,10.15,0.00011
708,2012/6/20,10.18,0.000111
708,2012/6/21,9.48,0.000111
708,2012/6/25,9.16,0.000112
708,2012/6/26,9.06,0.000113
708,2012/6/27,8.95,0.000113
708,2012/6/28,8.82,0.000112
708,2012/6/29,9.12,0.000112
708,2012/7/2,9.09,0.000112
708,2012/7/3,9.05,0.000111
708,2012/7/4,8.95,0.000111
708,2012/7/5,8.76,0.000111
708,2012/7/6,8.98,0.00011
708,2012/7/9,8.69,0.000109
708,2012/7/10,8.62,0.000108
708,2012/7/11,8.75,0.000107
708,2012/7/12,8.79,0.000106
708,2012/7/13,8.6,0.000105
708,2012/7/16,8.21,0.000104
708,2012/7/17,8.25,0.000104
708,2012/7/18,8.39,0.000104
708,2012/7/19,8.5,0.000104
708,2012/7/20,8.35,0.000104
708,2012/7/23,8.2,0.000103
708,2012/7/24,8.27,0.000103
708,2012/7/25,8.18,0.000103
708,2012/7/26,8.21,0.000103
708,2012/7/27,8.17,0.000103
708,2012/7/30,8.23,0.000103
708,2012/7/31,8.4,0.000102
708,2012/8/1,8.5,0.000102
708,2012/8/2,8.5,0.000102
708,2012/8/3,8.56,0.000101
708,2012/8/6,8.63,0.000101
708,2012/8/7,8.75,0.0001
708,2012/8/8,8.63,0.0001
708,2012/8/9,8.58,0.000099
708,2012/8/10,8.57,0.000098
708,2012/8/13,8.39,0.000098
708,2012/8/14,8.46,0.000098
708,2012/8/15,8.36,0.000098
708,2012/8/16,8.32,0.000099
708,2012/8/17,8.51,0.000099
708,2012/8/20,8.51,0.000099
708,2012/8/21,8.59,0.0001
708,2012/8/22,8.52,0.0001
708,2012/8/23,8.49,0.0001
708,2012/8/24,8.31,0.0001
708,2012/8/27,7.99,0.000099
708,2012/8/28,8.09,0.0001
708,2012/8/29,7.98,0.0001
708,2012/8/30,7.99,0.000099
708,2012/8/31,7.93,0.0001
708,2012/9/3,8,0.0001
708,2012/9/4,8.01,0.0001
708,2012/9/5,7.97,0.0001
708,2012/9/6,8.03,0.0001
708,2012/9/7,8.33,0.0001
708,2012/9/10,8.38,0.0001
708,2012/9/11,8.38,0.0001
708,2012/9/12,8.66,0.0001
708,2012/9/13,8.76,0.0001
708,2012/9/14,8.7,0.0001
708,2012/9/17,8.4,0.0001
708,2012/9/18,8.16,0.0001
708,2012/9/19,8.24,0.0001
708,2012/9/20,8.01,0.0001
708,2012/9/21,7.9,0.000101
708,2012/9/24,7.9,0.000101
708,2012/9/25,8.02,0.000101
708,2012/9/26,7.68,0.000101
708,2012/9/27,7.83,0.000101
708,2012/9/28,8.01,0.000101
708,2012/10/8,8,0.000101
708,2012/10/9,8.1,0.000101
708,2012/10/10,8.19,0.000101
708,2012/10/11,7.99,0.000101
708,2012/10/12,7.73,0.000101
708,2012/10/15,7.71,0.000101
708,2012/10/16,7.74,0.000101
708,2012/10/17,7.77,0.000101
708,2012/10/18,7.89,0.000101
708,2012/10/19,7.88,0.000102
708,2012/10/22,7.84,0.000101
708,2012/10/23,7.79,0.000101
708,2012/10/24,7.84,0.000101
708,2012/10/25,7.76,0.000102
708,2012/10/26,7.25,0.000102
708,2012/10/29,7.14,0.000102
708,2012/10/30,7.15,0.000102
708,2012/10/31,7.11,0.000102
708,2012/11/1,7.25,0.000102
708,2012/11/2,7.2,0.000102
708,2012/11/5,7.17,0.000102
708,2012/11/6,7.04,0.000102
708,2012/11/7,7.08,0.000102
708,2012/11/8,6.76,0.000102
708,2012/11/9,6.74,0.000102
708,2012/11/12,6.79,0.000103
708,2012/11/13,6.57,0.000103
708,2012/11/14,6.56,0.000103
708,2012/11/15,6.5,0.000103
708,2012/11/16,6.4,0.000103
708,2012/11/19,6.4,0.000104
708,2012/11/20,6.35,0.000104
708,2012/11/21,6.43,0.000104
708,2012/11/22,6.37,0.000104
708,2012/11/23,6.52,0.000104
708,2012/11/26,6.55,0.000104
708,2012/11/27,6.36,0.000104
708,2012/11/28,6.13,0.000104
708,2012/11/29,6.15,0.000105
708,2012/11/30,6.19,0.000105
708,2012/12/3,5.99,0.000105
708,2012/12/4,6.17,0.000105
708,2012/12/5,6.29,0.000105
708,2012/12/6,6.46,0.000105
708,2012/12/7,6.58,0.000105
708,2012/12/10,6.7,0.000105
708,2012/12/11,6.7,0.000106
708,2012/12/12,6.66,0.000106
708,2012/12/13,6.46,0.000106
708,2012/12/14,6.78,0.000106
708,2012/12/17,7.03,0.000106
708,2012/12/18,7.01,0.000106
708,2012/12/19,7,0.000106
708,2012/12/20,7.05,0.000106
708,2012/12/21,6.97,0.000106
708,2012/12/24,6.88,0.000107
708,2012/12/25,7.14,0.000107
708,2012/12/26,7.18,0.000107
708,2012/12/27,7.26,0.000107
708,2012/12/28,7.29,0.000107
708,2012/12/31,7.39,0.000107
708,2013/1/4,7.63,0.000107
708,2013/1/7,7.58,0.000107
708,2013/1/8,7.64,0.000107
708,2013/1/9,7.45,0.000107
708,2013/1/10,7.63,0.000107
708,2013/1/11,7.41,0.000107
708,2013/1/14,7.85,0.000107
708,2013/1/15,8.2,0.000107
708,2013/1/16,8.18,0.000107
708,2013/1/17,7.73,0.000107
708,2013/1/18,7.81,0.000107
708,2013/1/21,7.84,0.000106
708,2013/1/22,7.66,0.000106
708,2013/1/23,7.68,0.000106
708,2013/1/24,7.73,0.000106
708,2013/1/25,7.39,0.000106
708,2013/1/28,7.53,0.000106
708,2013/1/29,7.54,0.000106
708,2013/1/30,7.72,0.000107
708,2013/1/31,7.61,0.000107
708,2013/2/1,7.6,0.000107
708,2013/2/4,7.79,0.000107
708,2013/2/5,8.07,0.000107
708,2013/2/6,7.98,0.000107
708,2013/2/7,7.9,0.000107
708,2013/2/8,7.96,0.000107
708,2013/2/18,7.88,0.000106
708,2013/2/19,7.6,0.000106
708,2013/2/20,7.67,0.000106
708,2013/2/21,7.52,0.000106
708,2013/2/22,7.53,0.000106
708,2013/2/25,7.64,0.000106
708,2013/2/26,7.43,0.000106
708,2013/2/27,7.43,0.000106
708,2013/2/28,7.55,0.000107
708,2013/3/1,7.53,0.000107
708,2013/3/4,7.09,0.000107
708,2013/3/5,7.19,0.000107
708,2013/3/6,7.2,0.000106
708,2013/3/7,7.12,0.000106
708,2013/3/8,7.14,0.000106
708,2013/3/11,7.1,0.000106
708,2013/3/12,6.93,0.000106
708,2013/3/13,6.83,0.000106
708,2013/3/14,6.78,0.000106
708,2013/3/15,6.78,0.000106
708,2013/3/18,6.64,0.000106
708,2013/3/19,6.69,0.000106
708,2013/3/20,6.85,0.000106
708,2013/3/21,7,0.000106
708,2013/3/22,6.96,0.000106
708,2013/3/25,7.11,0.000106
708,2013/3/26,6.94,0.000106
708,2013/3/27,7,0.000106
708,2013/3/28,6.67,0.000106
708,2013/3/29,6.66,0.000106
708,2013/4/1,6.7,0.000106
708,2013/4/2,6.68,0.000106
708,2013/4/3,6.72,0.000106
708,2013/4/8,6.75,0.000106
708,2013/4/9,6.72,0.000106
708,2013/4/10,6.9,0.000106
708,2013/4/11,6.75,0.000106
708,2013/4/12,6.64,0.000106
708,2013/4/15,6.5,0.000106
708,2013/4/16,6.59,0.000106
708,2013/4/17,6.59,0.000106
708,2013/4/18,6.62,0.000106
708,2013/4/19,6.73,0.000106
708,2013/4/22,6.7,0.000106
708,2013/4/23,6.46,0.000106
708,2013/4/24,6.52,0.000106
708,2013/4/25,6.52,0.000106
708,2013/4/26,6.44,0.000106
708,2013/5/2,6.38,0.000106
708,2013/5/3,6.43,0.000106
708,2013/5/6,6.54,0.000106
708,2013/5/7,6.55,0.000106
708,2013/5/8,6.58,0.000106
708,2013/5/9,6.46,0.000106
708,2013/5/10,6.5,0.000106
708,2013/5/13,6.58,0.000106
708,2013/5/14,6.46,0.000106
708,2013/5/15,6.5,0.000106
708,2013/5/16,6.58,0.000106
708,2013/5/17,6.69,0.000106
708,2013/5/20,6.74,0.000106
708,2013/5/21,6.8,0.000106
708,2013/5/22,6.8,0.000106
708,2013/5/23,6.95,0.000106
708,2013/5/24,6.88,0.000106
708,2013/5/27,6.77,0.000106
708,2013/5/28,6.85,0.000106
708,2013/5/29,6.84,0.000106
708,2013/5/30,6.84,0.000106
708,2013/5/31,6.74,0.000106
708,2013/6/3,6.66,0.000106
708,2013/6/4,6.49,0.000106
708,2013/6/5,6.48,0.000106
708,2013/6/6,6.41,0.000107
708,2013/6/7,6.32,0.000125
708,2013/6/13,6.07,0.000143
708,2013/6/14,6.07,0.000145
708,2013/6/17,6.04,0.000146
708,2013/6/18,6.02,0.000146
708,2013/6/19,6.14,0.000148
708,2013/6/20,5.95,0.000159
708,2013/6/21,5.91,0.000159
708,2013/6/24,5.48,0.000157
708,2013/6/25,5.27,0.000155
708,2013/6/26,5.22,0.000153
708,2013/6/27,5.31,0.000152
708,2013/6/28,5.34,0.000149
708,2013/7/1,5.37,0.000145
708,2013/7/2,5.43,0.000143
708,2013/7/3,5.53,0.000141
708,2013/7/4,5.51,0.000138
708,2013/7/5,5.47,0.000135
708,2013/7/8,5.17,0.000131
708,2013/7/9,5.16,0.000129
708,2013/7/10,5.3,0.000129
708,2013/7/11,5.52,0.000129
708,2013/7/12,5.41,0.000129
708,2013/7/15,5.46,0.000128
708,2013/7/16,5.59,0.000128
708,2013/7/17,5.46,0.000128
708,2013/7/18,5.3,0.000128
708,2013/7/19,5.21,0.000127
708,2013/7/22,5.25,0.000127
708,2013/7/23,5.43,0.000127
708,2013/7/24,5.38,0.000128
708,2013/7/25,5.45,0.000128
708,2013/7/26,5.35,0.000128
708,2013/7/29,5.21,0.000128
708,2013/7/30,5.24,0.000128
708,2013/7/31,5.25,0.000128
708,2013/8/1,5.38,0.000128
708,2013/8/2,5.4,0.000128
708,2013/8/5,5.51,0.000128
708,2013/8/6,5.59,0.000128
708,2013/8/7,5.55,0.000127
708,2013/8/8,5.55,0.000127
708,2013/8/9,5.57,0.000127
708,2013/8/12,5.88,0.000127
708,2013/8/13,5.91,0.000127
708,2013/8/14,5.85,0.000127
708,2013/8/15,5.84,0.000127
708,2013/8/16,5.71,0.000127
708,2013/8/19,5.8,0.000128
708,2013/8/20,5.73,0.000128
708,2013/8/21,5.8,0.000128
708,2013/8/22,5.73,0.000128
708,2013/8/23,5.75,0.000128
708,2013/8/26,5.85,0.000128
708,2013/8/27,5.88,0.000128
708,2013/8/28,5.92,0.000128
708,2013/8/29,5.86,0.000128
708,2013/8/30,6.05,0.000128
708,2013/9/2,6.04,0.000128
708,2013/9/3,6.04,0.000128
708,2013/9/4,6.28,0.000128
708,2013/9/5,6.24,0.000128
708,2013/9/6,6.25,0.000128
708,2013/9/9,6.33,0.000128
708,2013/9/10,6.26,0.000128
708,2013/9/11,6.31,0.000128
708,2013/9/12,6.2,0.000128
708,2013/9/13,6.15,0.000128
708,2013/9/16,6.11,0.000128
708,2013/9/17,6.09,0.000128
708,2013/9/18,6.12,0.000128
708,2013/9/23,6.17,0.000128
708,2013/9/24,6,0.000128
708,2013/9/25,5.9,0.000128
708,2013/9/26,5.79,0.000128
708,2013/9/27,5.88,0.000128
708,2013/9/30,5.93,0.000128
708,2013/10/8,5.96,0.000128
708,2013/10/9,5.96,0.000128
708,2013/10/10,5.94,0.000128
708,2013/10/11,5.97,0.000128
708,2013/10/14,6,0.000128
708,2013/10/15,6.03,0.000128
708,2013/10/16,5.95,0.000128
708,2013/10/17,5.97,0.000128
708,2013/10/18,5.89,0.000128
708,2013/10/21,5.95,0.000128
708,2013/10/22,5.89,0.000128
708,2013/10/23,5.81,0.000128
708,2013/10/24,5.73,0.000128
708,2013/10/25,5.73,0.000129
708,2013/10/28,5.75,0.000129
708,2013/10/29,5.65,0.000129
708,2013/10/30,5.87,0.000129
708,2013/10/31,5.87,0.000129
708,2013/11/1,5.83,0.000129
708,2013/11/4,5.88,0.000129
708,2013/11/5,5.84,0.000129
708,2013/11/6,5.86,0.000129
708,2013/11/7,5.79,0.000129
708,2013/11/8,5.7,0.000129
708,2013/11/11,5.74,0.000129
708,2013/11/12,5.76,0.000129
708,2013/11/13,5.67,0.000129
708,2013/11/14,5.67,0.000129
708,2013/11/15,5.77,0.000129
708,2013/11/18,5.9,0.000129
708,2013/11/19,6,0.000129
708,2013/11/20,6,0.000129
708,2013/11/21,5.95,0.000129
708,2013/11/22,5.93,0.000129
708,2013/11/25,6.02,0.000129
708,2013/11/26,6.01,0.000129
708,2013/11/27,6.11,0.000129
708,2013/11/28,6.19,0.000129
708,2013/11/29,6.47,0.000129
708,2013/12/2,6.24,0.000129
708,2013/12/3,6.35,0.00013
708,2013/12/4,6.48,0.000131
708,2013/12/5,6.36,0.000134
708,2013/12/6,6.28,0.000142
708,2013/12/9,6.27,0.000144
708,2013/12/10,6.29,0.000146
708,2013/12/11,6.17,0.000146
708,2013/12/12,6.13,0.000146
708,2013/12/13,6.11,0.000146
708,2013/12/16,5.96,0.000146
708,2013/12/17,6.05,0.000147
708,2013/12/18,5.95,0.000148
708,2013/12/19,5.87,0.000149
708,2013/12/20,5.83,0.00015
708,2013/12/23,5.8,0.000151
708,2013/12/24,5.8,0.000151
708,2013/12/25,5.82,0.000151
708,2013/12/26,5.66,0.000152
