股票代码_Stkcd,日期_Date,月收益率_Monret,月无风险收益率_Monrfret
600409,2010-06-30,-0.0484,0.002004
600409,2010-07-01,-0.0271,0.002134
600409,2010-08-31,0.1916,0.002055
600409,2010-09-30,0.0439,0.00213
600409,2010-10-29,0.2353,0.002246
600409,2010-11-30,0.0306,0.002446
600409,2010-12-31,-0.0913,0.00323
600409,2011-01-31,-0.0436,0.00393
600409,2011-02-28,0.1608,0.00432
600409,2011-03-31,0.108,0.003581
600409,2011-04-29,-0.0197,0.003592
600409,2011-05-31,-0.0295,0.003795
600409,2011-06-30,0.2147,0.004514
600409,2011-07-29,-0.1103,0.005108
600409,2011-08-31,-0.1017,0.004642
600409,2011-09-30,-0.1543,0.004687
600409,2011-10-28,0.1429,0.0047
600409,2011-11-30,-0.0926,0.004731
600409,2011-12-30,-0.1464,0.004565
600409,2012-01-31,0.0476,0.004565
600409,2012-02-29,0.1045,0.004446
600409,2012-03-30,-0.1382,0.004208
600409,2012-04-27,0.0087,0.004006
600409,2012-05-31,-0.0444,0.003739
600409,2012-06-29,-0.021,0.003415
600409,2012-07-31,-0.1562,0.003225
600409,2012-08-31,0.0223,0.003031
600409,2012-09-28,0.0508,0.003047
600409,2012-10-31,-0.0233,0.003083
600409,2012-11-30,-0.1034,0.00314
600409,2012-12-31,0.1243,0.00322
600409,2013-01-31,0.15,0.003246
600409,2013-02-28,0.0709,0.00324
600409,2013-03-29,-0.0662,0.003236
600409,2013-04-26,0,0.003235
600409,2013-05-31,0.0549,0.003235
600409,2013-06-28,-0.2061,0.004241
600409,2013-07-31,0.1284,0.003972
600409,2013-08-30,0.0341,0.00388
600409,2013-09-30,0.0635,0.003884
600409,2013-10-31,0.0531,0.003897
600409,2013-11-29,0.021,0.00392
600409,2013-12-31,-0.0432,0.004417
600409,2014-01-30,-0.0559,0.004654
600409,2014-02-28,0.0091,0.004657
600409,2014-03-31,0.0858,0.004587
600409,2014-04-30,-0.0229,0.004582
600409,2014-05-30,-0.0468,0.004369
600409,2014-06-30,-0.0067,0.003998
600409,2014-07-31,0.1007,0.003955
600409,2014-08-29,0.0312,0.003905
600409,2014-09-30,0.2843,0.003849
600409,2014-10-31,0.0157,0.003758
600409,2014-11-28,0.0046,0.003559
600409,2014-12-31,-0.0508,0.003884
600409,2015-01-30,0.2982,0.004126
600409,2015-02-27,0.01,0.004087
600409,2015-03-31,0.2274,0.004083
600409,2015-04-30,-0.001,0.003838
600409,2015-05-29,-0.0474,0.002815
600409,2015-06-30,0.1958,0.002524
600409,2015-07-31,-0.0982,0.002644
600409,2015-08-31,-0.2433,0.002592
600409,2015-09-30,-0.1373,0.002602
600409,2015-10-30,0.1227,0.002618
600409,2015-11-30,0.0283,0.002534
600409,2015-12-31,0.0171,0.002549
600409,2016-01-29,-0.2774,0.002544
600409,2016-02-24,0.2393,0.002504
600409,2016-03-31,0.0216,0.002341
600409,2016-04-29,0.0437,0.002381
600409,2016-05-31,-0.1243,0.00243
600409,2016-06-30,0.0525,0.002461
600409,2016-07-29,0.2864,0.002413
600409,2016-08-31,-0.0657,0.002338
600409,2016-09-30,0.0864,0.002327
600409,2016-10-31,-0.0568,0.002339
600409,2016-11-30,-0.0253,0.002433
600409,2016-12-30,0.1607,0.002643
600409,2017-01-26,0.0831,0.003047
600409,2017-02-28,-0.0128,0.003466
600409,2017-03-31,-0.0488,0.003623
600409,2017-04-28,0.0073,0.003579
600409,2017-05-31,-0.093,0.003699
600409,2017-06-30,0.1709,0.003895
600409,2017-07-31,0.2304,0.003596
600409,2017-08-31,0.0404,0.003602
600409,2017-09-29,-0.0923,0.00365
600409,2017-10-31,-0.0744,0.003641
600409,2017-11-30,-0.0139,0.003798
600409,2017-12-29,-0.1021,0.00403
600409,2018-01-31,0.0772,0.003924
600409,2018-02-28,-0.062,0.003924
600409,2018-03-30,-0.1115,0.003899
600409,2018-04-27,-0.0186,0.003464
600409,2018-05-31,0.1917,0.003425
600409,2018-06-29,-0.1177,0.003597
600409,2018-07-31,0.0035,0.003002
600409,2018-08-31,-0.0313,0.002402
600409,2018-09-28,-0.0263,0.002368
600409,2018-10-31,-0.2589,0.002386
600409,2018-11-30,-0.005,0.002526
600409,2018-12-28,-0.0483,0.002664
600409,2019-01-31,-0.0175,0.002511
600409,2019-02-28,0.2011,0.002357
600409,2019-03-29,0.0385,0.002325
600409,2019-04-30,-0.0585,0.002339
600409,2019-05-31,-0.1152,0.002423
600409,2019-06-28,0.0087,0.002404
600409,2019-07-31,-0.0141,0.002185
600409,2019-08-30,-0.0591,0.002218
600409,2019-09-30,-0.0171,0.002261
600409,2019-10-31,0,0.002304
600409,2019-11-29,0.0853,0.00249
600409,2019-12-31,0.1286,0.002524
600409,2020-01-23,-0.0744,0.002403
600409,2020-02-28,0.0222,0.002178
600409,2020-03-31,-0.1605,0.001796
600409,2020-04-30,-0.1195,0.001279
600409,2020-05-29,-0.0294,0.001172
600409,2020-06-30,0.0862,0.001589
600409,2020-07-31,0.3725,0.001932
600409,2020-08-31,-0.0064,0.002171
600409,2020-09-30,0.0679,0.002231
600409,2020-10-30,0.0545,0.002332
600409,2020-11-30,0.3271,0.002524
600409,2020-12-31,0.1081,0.002439
600409,2021-01-29,0.1463,0.002205
600409,2021-02-26,0.1072,0.002342
600409,2021-03-31,-0.1676,0.002261
600409,2021-04-30,0.0526,0.002173
600409,2021-05-31,-0.107,0.002102
600409,2021-06-30,0.0172,0.00204
600409,2021-07-30,0.2156,0.002015
600409,2021-08-31,0.1741,0.001969
600409,2021-09-30,-0.228,0.00198
600409,2021-10-29,-0.1715,0.002027
600409,2021-11-30,0.0206,0.002055
600409,2021-12-31,-0.0764,0.002079
